Overall,Age,Potential,Crossing,Finishing,HeadingAccuracy,ShortPassing,Dribbling,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Reactions,ShotPower,Stamina,Strength,LongShots,Aggression,Penalties,StandingTackle
80,24,86,82,52,59,77,78,56,68,77,86,83,76,79,86,74,66,84,42,76
77,26,80,67,63,40,81,75,69,80,80,71,68,75,75,82,69,68,75,65,80
77,27,78,63,77,75,81,73,67,77,76,61,65,74,76,79,79,75,68,78,74
78,29,78,78,71,63,83,76,85,85,83,66,61,75,83,68,69,82,63,79,62
76,34,76,76,66,70,75,76,61,75,74,69,73,77,82,89,71,74,76,55,74
77,21,86,72,60,69,81,76,72,80,79,74,82,73,75,76,76,74,80,64,74
80,30,80,75,61,55,85,85,73,81,84,63,69,76,80,65,66,77,68,75,67
72,25,76,61,59,68,72,74,66,70,76,79,76,73,80,87,77,62,80,69,73
79,24,84,65,67,73,81,70,65,79,78,60,74,81,75,83,78,68,86,51,80
82,29,82,82,75,47,85,84,72,82,88,69,67,82,75,75,71,68,59,79,42
78,33,78,64,61,81,78,73,56,76,75,69,69,66,84,72,82,74,92,74,80
78,30,78,76,67,69,76,82,61,70,81,77,76,74,74,78,68,69,66,75,71
75,28,75,72,65,65,75,78,56,72,78,78,82,74,72,84,73,69,80,56,76
85,27,86,84,83,65,81,86,83,76,85,81,83,83,87,79,83,83,72,76,31
82,28,82,76,55,82,77,73,40,75,77,79,81,81,65,89,75,46,84,46,80
80,31,80,63,72,75,78,70,62,81,79,67,69,80,82,78,83,78,80,78,76
73,26,76,65,70,74,73,69,48,69,71,73,76,74,68,92,75,73,84,72,70
85,25,86,74,86,42,82,88,62,78,83,90,77,86,87,78,68,82,63,68,44
77,25,82,65,68,57,80,75,52,72,78,76,77,81,74,93,77,65,87,55,79
84,25,87,83,81,72,81,87,82,64,84,91,89,79,87,68,70,78,63,71,32
77,27,78,81,63,61,73,74,63,75,71,78,82,74,78,90,77,69,77,65,72
75,26,78,64,67,64,76,74,50,73,74,72,72,73,76,92,72,73,78,65,73
77,24,80,70,61,63,85,75,62,78,78,76,81,76,69,85,76,65,79,58,77
80,29,80,78,79,66,79,81,76,73,80,87,88,82,81,81,64,76,65,74,48
77,33,77,81,54,59,76,75,56,75,77,81,79,74,84,88,70,68,76,61,72
80,28,80,81,50,70,75,73,42,73,76,76,77,78,66,87,76,59,86,49,81
77,29,77,72,76,66,77,77,74,74,76,72,73,77,80,83,68,82,69,64,67
75,32,75,65,65,67,78,74,77,76,78,74,70,69,76,69,73,74,71,69,74
78,21,78,76,69,60,76,76,68,59,75,84,73,80,72,88,67,74,73,64,75
78,34,78,80,59,59,75,77,66,68,80,76,75,80,85,73,83,66,80,55,77
76,30,76,74,76,75,74,77,57,68,78,73,73,78,77,82,72,75,78,73,61
79,18,89,62,69,57,79,80,45,78,80,78,73,82,74,87,71,69,82,56,78
75,26,78,63,73,79,79,75,67,74,76,76,75,74,75,78,74,74,66,70,65
77,30,77,77,68,50,80,73,72,80,77,67,60,74,76,82,74,78,75,73,72
76,31,76,83,57,58,75,77,87,69,76,75,78,76,75,79,74,66,77,62,69
77,29,77,80,70,72,71,75,56,72,73,67,77,72,80,83,83,77,73,65,75
82,37,82,84,72,48,86,84,79,86,88,63,64,77,84,72,80,86,40,79,58
74,26,75,69,64,74,75,72,76,76,76,67,68,75,72,83,80,75,68,64,65
80,27,80,79,74,64,81,83,76,77,84,76,73,78,80,68,67,78,56,65,64
77,29,77,67,60,58,80,76,73,81,77,69,74,74,78,77,73,73,77,60,75
78,29,78,80,59,80,77,71,75,62,75,64,62,77,79,82,79,69,77,73,78
76,30,76,69,65,59,74,76,76,74,75,82,86,73,75,74,61,68,73,60,76
77,26,80,71,64,57,79,75,59,76,77,77,72,74,75,92,62,68,65,66,72
75,30,75,73,73,69,76,72,74,76,74,62,64,73,74,88,76,70,73,68,69
87,27,90,68,51,88,84,69,32,85,79,81,81,87,65,83,78,45,81,52,89
74,36,74,76,70,70,72,80,69,71,75,72,76,71,68,71,72,64,76,76,68
78,19,90,74,74,58,79,83,56,78,84,76,78,73,77,81,74,78,52,58,67
74,31,74,77,70,67,77,79,75,76,80,73,72,69,73,74,63,69,75,80,59
80,35,80,67,75,68,83,80,86,78,83,52,55,78,86,54,90,80,76,89,72
83,28,83,81,79,43,85,87,78,74,87,84,78,80,72,77,49,77,66,61,55
79,29,79,79,69,75,78,77,56,66,80,77,82,78,75,76,66,66,63,64,78
76,28,76,71,76,74,81,74,68,78,78,56,64,74,78,72,76,74,69,83,73
78,29,78,77,74,60,80,83,81,75,82,74,67,79,81,61,64,80,90,75,50
72,30,72,63,68,64,74,71,56,67,72,86,79,76,71,72,76,65,77,59,79
79,25,82,67,62,44,82,84,53,79,82,78,63,79,81,90,59,77,74,55,64
79,36,79,75,82,68,75,84,79,69,83,71,65,85,84,71,69,81,73,81,48
84,33,84,80,89,77,80,87,83,73,86,78,86,84,79,69,60,81,63,82,21
76,31,76,72,70,63,74,75,75,72,79,74,71,75,76,68,66,71,69,65,71
76,27,77,67,55,64,80,73,65,72,75,80,69,75,78,82,65,70,83,66,76
75,34,75,80,56,73,74,75,80,72,77,70,72,73,87,73,65,83,74,61,73
78,31,78,82,55,60,80,70,80,79,77,63,53,77,76,86,68,65,81,64,76
72,31,72,68,68,68,71,74,78,74,78,75,80,72,69,85,59,76,77,85,67
75,31,75,66,72,62,76,77,66,75,75,76,74,76,73,86,64,76,78,63,65
81,29,81,82,63,70,81,78,60,78,80,73,79,78,65,92,69,66,67,57,77
81,31,81,82,77,45,79,80,68,71,81,88,87,74,80,84,58,77,52,77,40
75,23,83,68,66,72,75,75,51,72,74,76,75,73,76,88,76,75,76,59,71
78,28,78,76,55,61,75,73,54,67,74,76,82,75,75,92,77,58,82,48,75
76,32,76,75,70,63,78,77,75,73,73,78,79,74,75,75,83,75,56,71,66
80,21,87,80,61,66,75,79,67,71,82,76,83,78,81,83,73,74,74,46,78
87,33,87,70,93,78,80,86,73,64,88,75,68,89,90,62,74,83,65,75,29
78,28,78,73,74,63,77,76,76,74,77,89,90,74,73,73,31,76,65,83,52
81,21,81,82,51,69,78,77,52,71,78,78,80,80,55,89,68,53,69,61,77
80,32,80,81,72,42,88,81,78,76,81,76,72,80,72,88,68,76,69,76,52
83,31,83,80,46,77,79,68,58,80,77,69,63,86,68,77,70,60,87,66,85
78,32,78,76,69,60,76,76,68,59,75,84,76,80,72,88,68,74,73,64,75
77,30,77,76,70,57,80,73,76,81,81,57,66,78,73,66,70,74,71,84,68
76,25,80,74,70,61,72,81,54,68,76,89,91,73,69,71,65,62,78,59,72
76,27,76,70,59,68,77,77,66,73,78,69,73,76,80,79,78,71,75,68,74
78,28,78,62,53,71,73,74,70,69,74,79,85,76,78,93,74,67,78,49,77
78,28,78,78,65,56,78,77,51,68,80,75,74,75,69,88,59,64,68,78,76
76,34,76,79,56,69,75,72,66,76,73,73,73,75,68,69,69,59,78,78,79
76,34,76,84,42,68,78,78,50,74,78,74,68,81,79,60,72,76,80,64,78
76,29,76,74,53,63,77,77,51,72,76,78,75,72,72,78,72,62,85,58,77
78,30,78,81,78,47,79,78,81,77,78,75,74,77,82,66,68,79,63,65,61
75,34,75,72,71,71,83,82,70,73,81,54,68,79,75,69,60,76,69,69,65
80,32,80,76,74,59,79,84,74,77,83,80,76,79,80,68,68,76,64,69,44
80,29,80,72,68,41,81,78,70,80,81,68,69,83,73,87,69,75,72,61,79
74,30,74,59,59,63,70,72,66,69,69,93,91,72,73,93,73,70,69,65,68
79,28,79,76,56,76,71,75,48,55,76,82,88,76,79,82,79,77,74,58,75
76,27,76,68,63,57,81,75,69,75,80,83,75,69,76,92,59,68,69,59,68
87,31,87,55,91,81,80,80,51,53,83,84,87,90,86,78,76,80,77,88,33
77,25,82,75,72,66,72,76,57,68,75,78,78,75,78,83,76,69,72,64,76
80,32,80,77,51,69,78,77,52,71,78,78,80,80,55,89,68,53,69,61,77
78,30,78,70,71,74,77,76,72,79,78,55,63,81,83,87,79,77,81,73,73
83,21,91,73,79,69,80,86,64,67,87,81,83,83,80,75,64,80,68,68,42
80,37,80,83,65,72,89,75,67,90,87,53,53,82,88,34,63,84,87,77,49
77,28,77,74,63,63,72,78,56,72,78,87,88,77,75,75,72,65,72,51,73
80,26,83,62,74,42,83,85,70,75,86,77,65,80,76,73,59,73,78,58,64
88,28,88,73,92,89,77,83,66,70,77,81,87,91,89,71,95,74,71,88,41
76,28,76,67,71,44,78,75,65,70,78,81,79,72,70,92,68,72,80,73,71
79,24,84,76,73,57,82,81,74,79,83,75,72,76,80,68,63,72,83,49,68
75,34,75,76,69,53,75,73,76,74,77,64,70,75,74,77,67,76,71,63,70
76,32,76,69,69,69,70,73,69,73,76,87,89,80,76,92,61,76,77,65,60
77,27,77,73,78,73,72,78,73,66,79,82,80,75,80,85,70,68,82,73,48
75,26,75,74,59,66,68,77,74,67,75,73,74,74,86,86,84,75,80,64,75
81,30,81,72,62,34,87,85,75,78,84,79,62,82,69,86,47,74,66,64,63
80,31,80,80,60,59,81,83,50,67,81,84,80,81,75,86,75,65,63,51,74
73,32,73,71,65,65,70,72,78,72,74,63,73,73,90,80,72,83,76,67,71
80,26,81,70,75,47,84,79,81,84,80,59,66,77,80,81,74,78,80,69,76
83,24,87,66,84,77,77,86,54,66,86,87,82,86,82,79,69,76,73,75,30
80,28,80,75,74,64,80,79,78,82,78,88,75,82,82,80,70,78,62,77,35
79,25,82,77,72,50,81,79,70,78,83,70,66,75,77,81,63,79,70,55,72
84,25,85,60,87,86,79,84,33,63,85,77,71,86,83,79,76,78,75,90,40
76,37,76,78,66,57,77,78,74,72,77,72,73,74,74,66,67,74,74,72,74
75,29,75,66,64,58,77,80,57,74,80,84,77,77,67,90,67,64,72,57,65
76,24,81,62,68,70,75,80,52,73,79,69,69,77,75,80,76,75,85,53,75
82,29,82,78,76,55,81,91,76,80,90,70,62,75,69,59,59,78,58,74,64
84,21,92,75,79,47,84,86,59,78,88,86,82,83,82,79,44,77,64,64,59
79,32,79,73,58,51,79,74,63,77,79,69,71,75,76,90,70,73,74,63,76
85,33,85,83,77,38,85,85,79,80,86,91,83,86,79,75,44,82,56,72,30
77,35,77,77,64,73,75,70,47,72,72,67,72,78,78,68,76,69,75,65,76
80,23,84,59,66,44,79,76,60,77,77,74,64,81,78,85,80,76,85,56,74
75,34,75,80,59,74,78,72,81,74,78,60,53,75,80,55,55,69,74,88,77
80,28,80,53,65,83,72,54,66,80,65,65,74,76,83,76,83,71,81,61,85
78,31,78,72,52,65,77,78,60,75,76,65,81,76,83,85,90,59,85,60,79
82,24,86,82,49,68,79,78,67,73,81,77,75,80,72,88,69,42,73,52,79
81,33,81,72,68,75,82,78,60,79,81,41,49,79,82,65,85,77,82,68,80
81,32,81,73,74,56,77,87,74,75,85,93,91,74,83,78,67,83,56,72,53
75,24,80,77,64,62,73,74,76,69,72,72,78,73,85,77,69,71,63,59,73
78,26,80,68,74,65,80,78,59,78,81,63,65,76,78,78,75,75,76,61,72
76,25,80,58,58,73,78,84,46,73,78,76,78,74,75,79,84,66,84,62,79
78,34,78,78,57,63,79,75,47,76,81,77,77,75,73,76,64,69,78,52,79
75,31,75,75,66,49,75,72,76,65,70,78,76,75,75,76,60,71,74,67,73
77,35,77,67,65,46,81,77,80,75,81,61,63,80,80,81,63,85,68,72,60
80,28,80,76,64,55,84,84,67,79,85,71,68,75,76,80,65,72,60,66,73
73,26,74,73,69,67,74,69,74,70,75,76,73,70,71,75,75,72,63,69,72
76,27,79,67,65,78,74,73,65,72,76,62,69,70,79,87,83,75,81,60,75
83,30,83,76,87,69,81,87,78,63,86,76,67,84,84,76,68,85,73,91,20
79,23,84,66,60,60,84,78,62,83,80,66,68,77,66,84,72,67,74,65,77
81,27,81,82,64,76,78,79,30,70,78,80,87,79,72,86,75,58,79,47,78
78,27,78,73,58,58,83,75,55,80,78,75,76,80,74,90,76,66,77,51,70
79,31,79,83,54,68,77,76,73,69,77,72,67,78,71,74,61,66,73,59,78
78,21,87,64,76,60,77,80,60,68,81,82,84,78,79,74,88,72,80,60,59
74,31,74,70,70,66,78,72,59,73,78,70,69,75,82,80,71,78,73,75,68
84,33,84,82,85,58,86,88,83,77,88,76,74,80,88,65,74,89,58,78,32
76,31,76,74,61,55,85,76,70,78,78,70,67,75,72,78,66,72,72,59,71
78,27,78,70,73,77,76,81,60,62,80,79,76,82,72,79,57,69,74,73,61
78,33,78,77,68,62,83,73,79,83,81,46,44,72,77,65,63,72,75,85,70
77,32,77,76,64,59,79,75,53,68,78,81,82,75,73,87,73,56,77,55,70
79,34,79,79,73,55,81,80,71,80,82,75,69,75,87,81,54,82,66,69,63
77,32,77,61,68,68,79,75,61,77,77,69,67,76,77,93,76,67,90,55,75
85,24,89,82,84,60,83,85,71,73,85,83,81,81,80,82,57,81,52,84,32
78,25,81,69,80,74,73,77,67,69,77,83,79,79,80,85,67,70,87,71,41
76,28,76,78,61,73,76,73,58,71,76,75,80,78,82,78,77,72,78,67,77
78,23,83,74,69,50,80,81,62,75,81,74,67,78,77,81,65,77,69,62,69
75,29,75,77,72,68,71,73,66,72,74,74,75,74,77,77,76,76,72,62,72
81,29,81,74,82,84,75,76,71,64,74,81,87,78,89,83,87,77,80,75,37
81,28,81,66,86,78,75,78,70,61,81,82,76,86,83,74,69,83,67,81,45
79,31,79,85,74,60,82,78,84,78,83,55,53,77,84,77,64,83,57,78,61
85,30,85,77,78,61,85,89,79,81,88,86,82,79,82,77,61,77,54,87,27
76,34,76,73,79,74,80,72,81,83,82,53,52,78,84,59,78,80,81,81,55
73,24,78,70,70,64,74,78,75,75,74,69,68,70,81,76,78,80,80,79,65
81,34,81,70,54,78,76,64,70,74,70,74,78,81,80,72,80,66,80,66,84
74,26,77,72,71,53,73,76,71,70,74,78,81,70,76,74,78,70,79,74,69
75,32,75,74,59,56,75,74,70,72,76,83,73,72,72,88,64,68,70,72,73
74,33,74,64,66,61,70,76,74,69,77,77,78,73,80,84,70,74,69,74,70
77,34,77,76,68,72,81,71,75,76,81,63,67,67,74,54,68,78,73,82,68
75,27,77,72,50,69,78,72,76,76,76,63,63,72,78,79,70,70,80,79,74
71,21,82,58,68,68,73,67,68,71,70,72,73,62,77,91,75,74,84,75,70
74,31,74,78,69,39,75,77,71,72,76,68,62,74,76,75,60,77,82,72,69
71,33,71,70,54,58,72,70,65,72,70,74,73,70,70,88,65,71,83,69,72
74,27,75,67,55,63,73,72,50,72,74,80,78,73,78,81,67,77,67,60,74
78,28,78,78,60,69,75,75,70,73,76,71,76,78,69,86,76,68,76,43,76
77,22,84,67,56,65,79,75,67,78,77,73,75,75,74,80,72,68,82,62,73
76,29,76,74,67,64,82,80,73,78,83,69,68,69,76,54,63,78,65,71,65
76,27,77,74,67,61,78,77,70,76,77,69,68,76,75,78,65,72,67,65,68
78,35,78,82,61,67,84,73,79,85,84,45,47,69,80,71,71,80,71,73,72
73,30,73,75,61,59,75,69,73,69,73,76,71,72,87,76,81,65,82,49,70
83,23,91,73,79,50,78,89,52,72,82,91,91,83,86,85,71,84,69,62,44
79,30,79,77,78,78,79,79,67,62,81,87,86,79,82,75,69,76,68,77,43
78,25,81,74,72,48,75,78,76,68,76,92,89,77,83,89,73,83,56,72,40
77,30,77,83,54,68,77,78,68,74,78,66,75,71,80,74,65,69,74,76,77
75,29,75,76,67,66,77,76,44,71,75,77,70,74,78,88,63,70,75,68,68
80,33,80,81,54,59,77,75,59,66,78,74,83,82,68,80,74,53,78,66,81
77,27,77,60,78,55,73,83,53,67,74,93,94,76,79,91,74,72,66,63,59
76,30,76,66,80,75,68,73,75,66,73,79,80,68,77,79,82,71,83,79,47
80,33,80,69,84,71,77,79,81,69,79,76,78,81,80,77,76,81,58,75,41
78,29,78,76,75,70,77,79,72,67,78,84,74,78,77,76,57,75,67,55,39
80,36,80,75,58,59,78,75,73,75,77,69,68,78,72,89,71,64,81,61,81
80,29,80,81,44,73,76,74,57,70,77,77,81,74,75,85,73,58,75,52,80
80,28,80,77,78,62,81,83,81,76,84,74,76,77,76,76,68,77,65,78,38
77,27,79,73,62,70,78,77,66,76,79,74,78,77,68,90,66,63,69,67,76
78,31,78,77,56,73,79,68,69,75,75,66,72,78,80,72,68,63,75,66,76
79,29,79,72,66,71,80,78,69,79,81,57,55,79,77,74,63,78,69,65,72
75,32,75,77,65,63,76,77,51,72,76,75,71,75,68,71,65,67,78,54,73
82,34,82,79,56,72,89,75,84,91,81,32,33,81,86,62,69,85,77,80,74
81,35,81,76,54,80,72,65,82,70,62,65,70,75,81,78,87,74,76,78,84
74,29,74,72,67,45,75,71,74,75,75,70,65,74,77,67,69,75,79,55,74
79,28,79,78,83,73,78,78,73,72,79,77,66,82,82,77,75,83,67,64,40
78,31,78,76,68,63,79,79,54,68,79,83,82,77,81,76,66,59,80,51,70
85,32,85,76,89,73,77,79,76,64,81,87,91,86,82,79,74,78,43,83,29
74,29,74,79,70,58,79,80,82,77,79,60,61,70,84,53,68,78,76,69,66
73,35,73,75,71,55,73,72,73,70,76,67,66,69,77,58,54,83,72,72,72
79,30,79,78,68,65,76,73,54,69,74,71,76,76,78,76,75,69,80,50,81
75,26,77,66,56,65,75,71,65,74,74,70,72,71,79,81,78,73,88,58,73
75,26,76,71,65,45,81,83,69,69,75,89,78,73,75,76,60,67,72,55,72
82,30,82,68,83,75,79,83,74,70,82,77,73,82,87,66,75,78,73,79,45
75,25,77,75,58,69,72,79,65,75,80,79,75,72,63,74,54,59,75,56,72
76,32,76,66,50,66,69,76,58,68,72,84,87,74,73,91,76,68,87,69,72
74,32,74,67,68,71,77,71,75,75,75,61,59,74,81,70,78,76,77,68,75
77,37,77,61,69,74,82,70,70,79,82,69,66,71,81,82,78,80,70,75,73
75,33,75,78,64,63,74,72,75,74,74,55,55,71,72,87,74,73,92,73,74
80,23,86,71,76,65,81,85,72,77,80,82,83,78,80,80,69,81,68,66,55
76,28,76,75,70,58,79,77,71,77,79,67,67,74,77,85,72,78,69,65,69
74,31,74,80,65,64,76,69,71,75,76,71,72,72,78,76,69,78,73,68,72
84,33,84,62,54,74,84,71,53,79,78,65,67,83,76,82,81,68,85,54,85
73,29,73,72,68,64,72,69,64,64,71,79,77,73,79,92,63,73,83,69,68
80,28,80,80,78,70,82,80,72,75,82,82,76,82,82,79,67,80,56,78,29
76,22,83,74,71,61,75,81,79,69,79,81,71,70,74,71,62,76,53,71,64
77,28,78,65,69,57,78,77,56,76,76,73,77,73,81,78,75,74,77,54,76
80,19,88,79,69,45,79,84,69,63,80,86,82,76,68,77,58,65,66,64,69
77,25,80,78,68,49,76,80,69,72,76,82,74,75,69,68,66,70,65,67,70
80,34,80,77,77,57,80,82,78,65,83,81,80,81,79,68,71,78,70,71,37
79,31,79,62,61,62,81,73,65,80,78,64,65,78,68,82,74,70,83,68,76
75,28,75,68,75,69,70,72,56,66,75,70,77,75,80,91,86,73,74,72,65
77,22,80,74,58,61,74,76,58,69,74,85,84,75,80,78,76,69,74,42,74
79,29,79,81,59,69,75,76,59,68,74,75,76,73,75,79,66,72,75,59,77
75,22,82,70,52,63,75,78,67,75,76,85,85,75,55,87,57,58,74,62,69
78,28,78,72,68,57,79,78,72,81,79,80,71,78,80,83,61,81,63,82,59
86,32,86,65,57,88,82,69,53,86,79,47,64,88,71,66,86,49,71,68,90
75,25,78,70,67,55,78,78,77,75,78,75,79,75,72,84,67,72,65,54,61
81,33,81,75,76,53,80,87,72,73,88,77,80,75,77,70,72,78,58,80,46
79,33,79,68,55,80,77,65,72,80,78,57,60,74,81,67,77,72,84,75,81
80,30,80,57,55,78,79,70,51,79,78,71,74,82,73,69,74,68,77,52,80
72,34,72,83,56,64,78,66,71,80,70,53,63,76,90,67,82,69,79,66,79
85,35,85,83,72,53,90,86,77,83,90,70,57,85,72,66,45,73,56,75,53
75,26,77,71,67,51,73,83,61,75,82,91,87,69,73,82,52,71,64,65,65
76,34,87,62,40,82,79,63,56,73,75,58,61,72,75,68,84,68,86,73,79
76,25,80,68,59,69,76,74,69,76,74,72,72,76,70,80,75,70,75,61,72
75,35,75,77,75,80,75,69,51,70,74,63,68,77,80,83,75,73,75,87,66
74,29,74,72,68,57,78,74,68,76,76,72,67,72,73,81,57,70,68,66,73
76,31,76,71,59,54,80,74,77,78,80,65,66,77,69,77,64,72,57,69,72
78,26,80,62,68,58,80,78,42,74,80,74,77,80,77,80,81,79,76,56,78
73,24,80,74,63,58,74,68,73,77,73,71,67,73,74,82,64,74,87,58,67
72,28,72,66,55,68,74,73,64,72,74,68,68,68,78,70,75,77,86,68,77
79,25,79,75,58,59,78,75,73,75,77,68,66,78,72,89,68,64,81,61,81
74,31,74,59,60,60,72,70,55,69,70,72,78,68,82,86,79,77,87,61,70
79,29,79,79,70,45,80,80,82,78,82,77,73,77,87,65,71,81,61,65,49
76,24,79,59,70,61,80,71,58,71,82,69,69,74,72,78,80,75,75,57,73
84,39,84,72,86,83,80,78,75,73,86,64,66,83,88,52,87,88,84,83,37
73,24,78,69,68,63,76,77,68,73,79,78,73,73,72,88,64,74,68,67,68
79,26,82,80,62,81,77,77,62,68,78,67,77,76,61,79,78,48,83,77,77
74,30,74,50,61,59,83,80,68,71,82,77,78,79,74,82,73,70,59,61,68
77,30,77,69,74,54,78,82,77,81,82,71,70,73,83,67,71,83,65,67,57
81,24,84,82,52,72,78,78,45,70,81,84,87,77,72,77,65,58,76,42,79
75,32,75,75,65,50,77,73,59,70,70,85,86,71,68,83,62,67,61,64,75
76,34,76,77,69,68,75,78,67,69,75,75,77,73,81,75,87,71,73,72,65
77,29,77,72,70,41,79,79,81,77,80,75,72,73,85,76,57,80,69,69,54
79,22,84,77,57,70,77,74,47,65,77,82,85,75,77,82,74,62,80,48,78
80,25,83,78,49,45,87,79,75,84,90,71,64,73,69,65,50,73,71,73,73
81,27,82,76,77,73,74,81,53,66,76,93,94,82,85,83,82,77,75,64,34
84,22,92,72,81,78,84,86,53,78,85,77,86,83,74,77,69,77,42,73,46
76,31,76,73,73,71,76,81,78,70,80,71,76,73,81,68,84,74,67,76,57
78,24,82,71,75,67,78,85,66,71,81,72,75,75,70,80,72,68,67,53,72
72,25,75,68,71,62,73,73,64,69,75,69,75,72,79,88,80,72,77,67,66
76,27,77,74,60,67,75,74,49,70,75,76,76,75,72,76,73,68,74,65,75
74,25,74,70,69,66,73,74,75,74,75,68,69,76,68,73,69,72,65,72,67
72,33,72,72,62,61,75,80,73,74,79,72,68,68,79,67,62,73,73,71,63
76,32,76,76,74,62,78,74,74,77,76,46,58,73,82,91,72,79,69,56,64
78,29,78,69,68,79,80,77,58,77,81,65,65,77,78,77,72,75,72,56,77
82,23,87,78,74,43,84,86,75,79,86,77,58,83,79,80,54,77,51,66,50
72,24,76,63,59,76,74,72,71,71,72,67,68,72,72,78,76,68,77,60,73
74,24,78,73,73,66,72,76,71,72,71,75,73,69,75,85,58,71,70,48,71
75,27,76,70,74,66,75,74,72,73,77,71,70,76,75,72,62,72,66,75,65
76,30,76,76,79,76,74,72,75,75,78,66,73,77,77,72,79,74,66,74,57
75,27,75,68,70,66,78,76,70,76,78,68,66,73,76,72,71,76,64,66,71
76,28,76,75,66,72,75,76,53,67,80,77,71,69,69,72,69,62,75,54,75
79,32,79,61,53,70,80,77,57,75,76,80,81,78,60,91,68,59,75,77,81
74,28,74,68,71,63,75,74,65,74,76,69,67,74,80,83,74,71,76,77,66
86,30,86,81,82,48,83,91,78,75,91,84,79,81,80,75,57,80,48,70,31
72,29,72,71,57,73,72,68,75,69,70,80,78,70,71,75,73,70,79,75,73
75,29,75,59,58,68,74,67,49,77,73,73,70,71,73,81,71,71,81,61,76
76,30,76,78,58,67,71,70,49,72,67,74,72,76,70,87,77,53,90,51,75
78,23,84,57,71,72,83,76,51,82,80,66,65,75,76,76,74,71,79,59,80
80,24,86,67,66,67,79,76,46,73,76,79,86,82,73,81,87,63,85,38,82
78,22,83,66,64,58,79,77,48,77,78,71,71,79,76,84,76,69,77,64,79
77,25,80,75,63,55,77,76,37,65,76,86,82,75,73,88,89,62,84,48,72
74,28,74,63,66,42,74,77,66,72,78,79,65,74,76,85,71,75,81,69,58
75,31,75,62,64,71,77,76,29,69,74,67,68,75,85,79,79,73,82,63,82
77,28,77,76,73,44,73,77,65,66,75,91,88,73,68,89,61,71,64,57,61
82,25,87,59,62,79,76,74,45,78,76,57,62,77,76,87,88,67,89,56,87
73,32,73,70,64,68,72,72,61,71,74,74,72,74,74,80,80,64,82,62,69
76,29,76,76,59,66,74,73,71,74,74,78,78,73,73,82,71,54,74,75,72
72,25,77,68,60,66,71,71,73,67,72,76,76,73,79,90,70,73,78,66,67
75,28,75,65,68,67,77,71,69,78,74,55,59,72,80,82,78,76,73,61,72
81,21,81,61,53,70,82,77,57,78,76,75,78,80,60,91,56,59,75,77,86
79,32,79,73,48,84,71,71,62,67,69,74,67,78,66,80,78,58,79,60,80
81,29,81,84,80,48,82,81,76,80,84,83,78,77,82,77,59,85,70,84,36
85,28,85,79,76,46,79,93,78,72,86,87,75,84,69,85,49,76,46,75,36
75,28,75,67,63,51,82,76,61,75,77,78,81,73,75,76,59,74,70,63,77
79,30,79,73,77,78,81,78,72,74,83,82,83,76,78,76,73,79,62,76,41
76,34,76,71,55,63,82,70,72,80,80,65,53,77,79,77,68,73,80,69,67
80,27,81,74,80,84,80,79,59,71,80,75,79,78,78,88,83,75,72,69,34
73,25,76,66,69,54,73,76,40,70,76,82,84,72,80,75,84,73,84,57,70
75,23,79,75,66,62,80,75,73,75,75,73,69,75,63,79,34,68,75,68,66
78,32,78,77,61,65,77,77,53,69,76,66,66,77,75,71,66,66,80,55,81
71,32,71,66,62,60,73,69,64,71,73,76,65,69,71,87,83,71,73,66,67
81,27,81,83,67,44,78,82,58,75,81,93,92,78,53,86,56,57,66,55,75
83,25,86,81,77,57,81,84,76,80,86,83,81,78,86,76,63,83,45,62,42
74,25,79,59,60,45,77,73,75,73,77,74,78,73,82,80,74,82,73,65,77
74,28,74,78,65,50,74,74,79,77,74,75,74,73,81,80,69,76,67,74,61
76,25,79,67,63,67,76,73,70,73,77,72,67,77,78,89,69,75,74,40,76
75,32,75,73,43,54,73,76,67,72,73,83,77,69,71,85,56,62,73,68,73
74,31,74,78,62,52,75,76,59,68,76,78,78,71,71,75,66,61,59,62,70
77,25,80,70,75,41,75,80,56,70,75,84,87,70,72,85,57,73,67,63,65
80,29,80,69,82,73,81,81,76,74,83,74,71,85,77,75,74,73,69,69,44
76,25,78,73,70,77,70,76,64,65,75,84,84,75,71,88,74,63,74,65,55
72,31,72,77,65,53,75,72,69,74,69,67,62,73,75,83,70,59,81,70,63
73,35,73,75,62,59,75,75,74,67,77,65,64,73,75,62,66,82,61,73,68
79,31,79,68,72,51,80,78,68,79,80,58,38,81,69,69,68,76,75,50,79
77,32,77,75,65,36,78,86,71,74,85,69,67,80,76,78,71,68,87,70,69
75,20,83,63,70,54,74,70,81,76,76,71,61,72,74,80,74,79,68,42,79
74,29,74,72,64,57,81,74,78,80,81,75,55,70,74,74,61,71,68,67,70
72,29,72,70,62,52,69,71,71,66,72,80,81,71,75,82,63,73,74,63,69
79,26,84,65,70,73,80,70,72,76,76,53,58,80,72,84,76,69,78,50,79
77,30,77,76,59,60,75,75,60,69,76,86,82,74,75,91,77,66,69,40,73
77,23,83,72,68,58,77,84,67,74,80,79,70,72,74,75,63,78,55,71,64
82,26,82,77,80,62,85,83,75,79,88,81,77,77,83,70,63,80,85,76,30
78,28,78,75,59,60,73,78,57,64,75,87,89,74,61,91,51,56,63,70,74
78,26,81,73,74,68,82,81,66,76,82,68,64,75,81,84,73,78,58,66,64
